,placeID,Rcuisine,userID,rating,food_rating,service_rating
153,135069,Bar,U1014,1,0,1
154,135069,Bar,U1088,1,2,2
155,135069,Bar,U1126,0,0,0
156,135069,Bar,U1124,1,1,1
157,135069,Bar,U1018,0,1,1
158,135069,Bar,U1094,0,1,0
159,135069,Bar,U1105,0,0,0
160,135069,Bar,U1115,1,0,1
161,135069,Bar,U1069,0,0,0
162,135069,Bar,U1008,1,1,1
163,135060,Seafood,U1077,1,2,2
164,135060,Seafood,U1053,2,2,1
165,135060,Seafood,U1064,1,0,1
166,135060,Seafood,U1125,1,0,2
167,135060,Seafood,U1022,1,1,2
168,135060,Seafood,U1116,0,0,0
169,135060,Seafood,U1024,1,0,2
170,135060,Seafood,U1004,1,1,1
171,135060,Seafood,U1071,1,2,2
172,135060,Seafood,U1045,2,2,2
173,135060,Seafood,U1009,1,1,1
174,135060,Seafood,U1016,2,2,2
175,135060,Seafood,U1099,2,2,2
176,135060,Seafood,U1054,2,2,2
177,135060,Seafood,U1032,1,1,1
178,135060,Seafood,U1135,0,0,0
179,135060,Seafood,U1078,2,2,2
180,135060,Seafood,U1098,2,1,2
181,135060,Seafood,U1086,1,1,1
182,135060,Seafood,U1128,0,0,0
183,135060,Seafood,U1073,0,0,0
184,135060,Seafood,U1013,1,1,0
185,135059,Bar,U1134,2,1,0
186,135059,Bar,U1116,0,2,2
187,135059,Bar,U1036,2,2,2
188,135059,Bar,U1009,2,1,1
189,135059,Bar,U1085,2,2,1
190,135059,Bar,U1029,2,1,1
191,135059,Bar,U1137,2,0,2
192,135059,Bar,U1002,1,2,1
193,135059,Bar,U1003,2,2,2
194,135058,Pizzeria,U1108,1,1,1
195,135058,Pizzeria,U1084,1,0,2
196,135058,Pizzeria,U1009,1,1,2
197,135058,Pizzeria,U1095,1,2,2
198,135058,Pizzeria,U1007,1,2,1
199,135058,Pizzeria,U1032,2,1,0
200,135058,Pizzeria,U1135,0,0,0
201,135058,Pizzeria,U1109,2,2,2
202,135058,Pizzeria,U1122,2,0,2
203,135058,Pizzeria,U1089,1,1,1
204,135058,Pizzeria,U1137,0,2,2
205,135058,Pizzeria,U1114,0,0,0
206,135058,Pizzeria,U1061,1,1,1
207,135058,Pizzeria,U1046,2,2,1
208,135058,Pizzeria,U1097,2,1,1
209,135058,Pizzeria,U1128,0,0,0
210,135058,Pizzeria,U1058,2,2,0
211,135058,Pizzeria,U1010,1,0,0
212,135057,Bar,U1064,1,1,2
213,135057,Bar,U1088,1,2,2
214,135057,Bar,U1014,1,0,2
215,135057,Bar,U1126,2,2,2
216,135057,Bar,U1124,1,1,1
217,135057,Bar,U1018,1,1,0
218,135057,Bar,U1022,2,2,2
219,135057,Bar,U1094,0,1,0
220,135057,Bar,U1105,0,0,0
221,135057,Bar,U1007,1,1,2
222,135057,Bar,U1075,2,1,1
223,135057,Bar,U1115,2,2,2
224,135057,Bar,U1005,1,2,1
225,135057,Bar,U1120,2,2,2
226,135057,Bar,U1113,2,2,1
227,135055,Mexican,U1134,2,2,2
228,135055,Mexican,U1095,2,2,2
229,135055,Mexican,U1085,2,2,2
230,135055,Mexican,U1034,0,0,0
231,135055,Mexican,U1096,2,2,2
232,135055,Mexican,U1136,2,2,2
233,135055,Mexican,U1058,2,2,2
234,135054,Seafood,U1088,2,2,2
235,135054,Seafood,U1126,1,2,1
236,135054,Seafood,U1124,1,1,1
237,135054,Seafood,U1094,0,0,0
238,135054,Seafood,U1105,0,0,0
239,135054,Seafood,U1115,0,0,1
240,135054,Seafood,U1037,2,1,1
241,135054,Seafood,U1008,1,1,1
242,135054,Seafood,U1015,1,1,1
243,135054,Seafood,U1131,2,1,2
244,135053,Cafeteria,U1053,2,2,0
245,135053,Cafeteria,U1114,0,0,0
246,135053,Cafeteria,U1062,0,0,0
247,135053,Cafeteria,U1122,2,2,2
248,135053,Cafeteria,U1128,0,0,0
249,135053,Cafeteria,U1058,2,1,1
250,135053,Cafeteria,U1097,2,2,2
251,135053,Cafeteria,U1010,1,1,1
252,135053,Fast_Food,U1053,2,2,0
253,135053,Fast_Food,U1114,0,0,0
254,135053,Fast_Food,U1062,0,0,0
255,135053,Fast_Food,U1122,2,2,2
256,135053,Fast_Food,U1128,0,0,0
257,135053,Fast_Food,U1058,2,1,1
258,135053,Fast_Food,U1097,2,2,2
259,135053,Fast_Food,U1010,1,1,1
260,135053,Pizzeria,U1053,2,2,0
261,135053,Pizzeria,U1114,0,0,0
262,135053,Pizzeria,U1062,0,0,0
263,135053,Pizzeria,U1122,2,2,2
264,135053,Pizzeria,U1128,0,0,0
265,135053,Pizzeria,U1058,2,1,1
266,135053,Pizzeria,U1097,2,2,2
267,135053,Pizzeria,U1010,1,1,1
268,135052,Bar,U1064,2,0,2
269,135052,Bar,U1081,0,1,1
270,135052,Bar,U1056,2,2,2
271,135052,Bar,U1126,2,1,1
272,135052,Bar,U1022,2,2,2
273,135052,Bar,U1116,2,2,2
274,135052,Bar,U1105,0,0,0
275,135052,Bar,U1132,2,2,2
276,135052,Bar,U1036,2,2,2
277,135052,Bar,U1071,2,2,2
278,135052,Bar,U1106,0,0,0
279,135052,Bar,U1104,1,1,1
280,135052,Bar,U1045,1,2,2
281,135052,Bar,U1009,2,1,0
282,135052,Bar,U1016,2,2,2
283,135052,Bar,U1054,2,2,1
284,135052,Bar,U1101,2,1,1
285,135052,Bar,U1135,0,0,0
286,135052,Bar,U1062,0,0,0
287,135052,Bar,U1078,2,2,2
288,135052,Bar,U1027,1,1,1
289,135052,Bar,U1090,2,2,2
290,135052,Bar,U1073,0,0,0
291,135052,Bar,U1049,0,0,0
292,135052,Bar,U1002,1,1,1
293,135052,Bar_Pub_Brewery,U1064,2,0,2
294,135052,Bar_Pub_Brewery,U1081,0,1,1
295,135052,Bar_Pub_Brewery,U1056,2,2,2
296,135052,Bar_Pub_Brewery,U1126,2,1,1
297,135052,Bar_Pub_Brewery,U1022,2,2,2
298,135052,Bar_Pub_Brewery,U1116,2,2,2
299,135052,Bar_Pub_Brewery,U1105,0,0,0
300,135052,Bar_Pub_Brewery,U1132,2,2,2
301,135052,Bar_Pub_Brewery,U1036,2,2,2
302,135052,Bar_Pub_Brewery,U1071,2,2,2
303,135052,Bar_Pub_Brewery,U1106,0,0,0
304,135052,Bar_Pub_Brewery,U1104,1,1,1
305,135052,Bar_Pub_Brewery,U1045,1,2,2
306,135052,Bar_Pub_Brewery,U1009,2,1,0
307,135052,Bar_Pub_Brewery,U1016,2,2,2
308,135052,Bar_Pub_Brewery,U1054,2,2,1
309,135052,Bar_Pub_Brewery,U1101,2,1,1
310,135052,Bar_Pub_Brewery,U1135,0,0,0
311,135052,Bar_Pub_Brewery,U1062,0,0,0
312,135052,Bar_Pub_Brewery,U1078,2,2,2
313,135052,Bar_Pub_Brewery,U1027,1,1,1
314,135052,Bar_Pub_Brewery,U1090,2,2,2
315,135052,Bar_Pub_Brewery,U1073,0,0,0
316,135052,Bar_Pub_Brewery,U1049,0,0,0
317,135052,Bar_Pub_Brewery,U1002,1,1,1
318,135049,Seafood,U1083,0,0,0
319,135049,Seafood,U1034,0,0,0
320,135049,Seafood,U1048,1,0,2
321,135049,Seafood,U1137,2,2,2
322,135049,Seafood,U1097,2,1,1
323,135048,Bar,U1055,2,2,2
324,135048,Bar,U1048,0,1,0
325,135048,Bar,U1061,2,2,2
326,135048,Bar,U1112,0,0,0
327,135048,Bar,U1006,1,1,2
328,135048,Bar,U1136,1,2,2
329,135046,Fast_Food,U1083,2,2,1
330,135046,Fast_Food,U1108,1,2,1
331,135046,Fast_Food,U1134,2,1,1
332,135046,Fast_Food,U1113,2,2,1
333,135046,Fast_Food,U1092,0,0,0
334,135046,Fast_Food,U1098,1,2,1
335,135046,Fast_Food,U1033,2,1,1
336,135046,Fast_Food,U1061,1,2,1
337,135046,Fast_Food,U1112,0,0,0
338,135046,Fast_Food,U1057,1,0,0
339,135046,Fast_Food,U1136,2,2,2
340,135044,Chinese,U1083,1,2,2
341,135044,Chinese,U1134,1,1,1
342,135044,Chinese,U1046,1,1,0
343,135044,Chinese,U1059,2,1,1
344,135043,Fast_Food,U1081,0,0,1
345,135043,Fast_Food,U1014,1,0,0
346,135043,Fast_Food,U1018,0,0,0
347,135043,Fast_Food,U1125,1,1,2
348,135043,Fast_Food,U1005,0,2,0
349,135043,Fast_Food,U1099,2,2,2
350,135043,Fast_Food,U1085,2,2,2
351,135043,Fast_Food,U1057,1,1,1
352,135043,Fast_Food,U1058,1,2,2
353,135043,Pizzeria,U1081,0,0,1
354,135043,Pizzeria,U1014,1,0,0
355,135043,Pizzeria,U1018,0,0,0
356,135043,Pizzeria,U1125,1,1,2
357,135043,Pizzeria,U1005,0,2,0
358,135043,Pizzeria,U1099,2,2,2
359,135043,Pizzeria,U1085,2,2,2
360,135043,Pizzeria,U1057,1,1,1
361,135043,Pizzeria,U1058,1,2,2
362,135042,Chinese,U1053,2,1,2
363,135042,Chinese,U1064,1,2,1
364,135042,Chinese,U1014,1,1,0
365,135042,Chinese,U1125,1,1,1
366,135042,Chinese,U1076,2,2,2
367,135042,Chinese,U1024,1,2,1
368,135042,Chinese,U1005,2,1,2
369,135042,Chinese,U1036,2,2,2
370,135042,Chinese,U1071,2,2,2
371,135042,Chinese,U1106,2,0,0
372,135042,Chinese,U1016,1,2,2
373,135042,Chinese,U1099,1,1,1
374,135042,Chinese,U1032,0,1,0
375,135042,Chinese,U1135,0,0,0
376,135042,Chinese,U1085,0,0,0
377,135042,Chinese,U1109,2,2,2
378,135042,Chinese,U1027,1,1,1
379,135042,Chinese,U1137,2,2,2
380,135042,Chinese,U1049,0,0,0
381,135042,Chinese,U1010,2,2,2
382,135041,Bar,U1088,2,2,2
383,135041,Bar,U1106,1,1,1
384,135041,Bar,U1126,2,1,1
385,135041,Bar,U1075,1,1,0
386,135041,Bar,U1024,1,1,1
387,135041,Bar,U1005,1,1,1
388,135041,Bar,U1049,0,0,0
389,135041,Bar,U1104,1,2,1
390,135041,Bar,U1045,1,2,1
391,135041,Bar,U1054,2,2,2
392,135041,Bar,U1101,0,0,0
393,135041,Bar,U1135,0,0,0
394,135041,Bar,U1078,2,1,2
395,135041,Bar,U1003,0,1,1
396,135041,Bar,U1086,2,2,2
397,135041,Bar,U1061,2,2,2
398,135041,Bar,U1002,2,1,0
399,135041,Cafeteria,U1088,2,2,2
400,135041,Cafeteria,U1106,1,1,1
401,135041,Cafeteria,U1126,2,1,1
402,135041,Cafeteria,U1075,1,1,0
403,135041,Cafeteria,U1024,1,1,1
404,135041,Cafeteria,U1005,1,1,1
405,135041,Cafeteria,U1049,0,0,0
406,135041,Cafeteria,U1104,1,2,1
407,135041,Cafeteria,U1045,1,2,1
408,135041,Cafeteria,U1054,2,2,2
409,135041,Cafeteria,U1101,0,0,0
410,135041,Cafeteria,U1135,0,0,0
411,135041,Cafeteria,U1078,2,1,2
412,135041,Cafeteria,U1003,0,1,1
413,135041,Cafeteria,U1086,2,2,2
414,135041,Cafeteria,U1061,2,2,2
415,135041,Cafeteria,U1002,2,1,0
416,135039,Seafood,U1081,0,0,0
417,135039,Seafood,U1124,1,1,1
418,135039,Seafood,U1076,2,2,1
419,135039,Seafood,U1105,0,0,0
420,135039,Seafood,U1075,2,2,0
421,135039,Seafood,U1024,2,2,2
422,135039,Seafood,U1071,2,2,2
423,135039,Seafood,U1104,0,0,1
424,135039,Seafood,U1106,2,1,1
425,135039,Seafood,U1054,2,2,1
426,135039,Seafood,U1101,1,1,1
427,135039,Seafood,U1001,1,1,1
428,135035,Italian,U1084,2,2,2
429,135035,Italian,U1095,2,2,2
430,135035,Italian,U1034,1,1,1
431,135035,Italian,U1091,1,1,1
432,135034,Japanese,U1083,2,2,2
433,135034,Japanese,U1095,2,2,2
434,135034,Japanese,U1048,2,2,1
435,135034,Japanese,U1061,2,2,2
436,135034,Japanese,U1097,2,2,1
437,135032,Cafeteria,U1108,2,1,2
438,135032,Cafeteria,U1053,2,2,1
439,135032,Cafeteria,U1081,0,1,1
440,135032,Cafeteria,U1088,2,2,2
441,135032,Cafeteria,U1106,0,0,0
442,135032,Cafeteria,U1124,1,1,1
443,135032,Cafeteria,U1125,1,2,1
444,135032,Cafeteria,U1018,1,1,1
445,135032,Cafeteria,U1022,1,1,2
446,135032,Cafeteria,U1075,1,1,1
447,135032,Cafeteria,U1024,2,2,2
448,135032,Cafeteria,U1132,1,0,1
449,135032,Cafeteria,U1005,2,1,2
450,135032,Cafeteria,U1120,1,1,1
451,135032,Cafeteria,U1004,2,2,2
452,135032,Cafeteria,U1071,2,2,2
453,135032,Cafeteria,U1113,0,0,0
454,135032,Cafeteria,U1104,2,1,1
455,135032,Cafeteria,U1045,0,0,0
456,135032,Cafeteria,U1016,2,2,2
457,135032,Cafeteria,U1007,1,1,0
458,135032,Cafeteria,U1054,1,1,1
459,135032,Cafeteria,U1101,2,2,1
460,135032,Cafeteria,U1032,0,0,0
461,135032,Cafeteria,U1135,0,0,0
462,135032,Cafeteria,U1109,2,2,2
463,135032,Cafeteria,U1098,2,1,1
464,135032,Cafeteria,U1049,0,0,0
465,135032,Contemporary,U1108,2,1,2
466,135032,Contemporary,U1053,2,2,1
467,135032,Contemporary,U1081,0,1,1
468,135032,Contemporary,U1088,2,2,2
469,135032,Contemporary,U1106,0,0,0
470,135032,Contemporary,U1124,1,1,1
471,135032,Contemporary,U1125,1,2,1
472,135032,Contemporary,U1018,1,1,1
473,135032,Contemporary,U1022,1,1,2
474,135032,Contemporary,U1075,1,1,1
475,135032,Contemporary,U1024,2,2,2
476,135032,Contemporary,U1132,1,0,1
477,135032,Contemporary,U1005,2,1,2
478,135032,Contemporary,U1120,1,1,1
479,135032,Contemporary,U1004,2,2,2
480,135032,Contemporary,U1071,2,2,2
481,135032,Contemporary,U1113,0,0,0
482,135032,Contemporary,U1104,2,1,1
483,135032,Contemporary,U1045,0,0,0
484,135032,Contemporary,U1016,2,2,2
485,135032,Contemporary,U1007,1,1,0
486,135032,Contemporary,U1054,1,1,1
487,135032,Contemporary,U1101,2,2,1
488,135032,Contemporary,U1032,0,0,0
489,135032,Contemporary,U1135,0,0,0
490,135032,Contemporary,U1109,2,2,2
491,135032,Contemporary,U1098,2,1,1
492,135032,Contemporary,U1049,0,0,0
493,135030,Cafe-Coffee_Shop,U1081,1,1,1
494,135030,Cafe-Coffee_Shop,U1116,1,2,2
495,135030,Cafe-Coffee_Shop,U1024,1,1,1
496,135030,Cafe-Coffee_Shop,U1071,2,2,2
497,135030,Cafe-Coffee_Shop,U1084,2,2,2
498,135030,Cafe-Coffee_Shop,U1104,2,1,1
499,135030,Cafe-Coffee_Shop,U1106,2,2,1
500,135030,Cafe-Coffee_Shop,U1122,2,1,1
501,135030,Cafe-Coffee_Shop,U1033,2,1,1
502,135030,Cafe-Coffee_Shop,U1057,1,0,1
503,135030,Cafe-Coffee_Shop,U1059,2,2,2
504,135030,Cafe-Coffee_Shop,U1006,1,1,2
505,135030,Cafeteria,U1081,1,1,1
506,135030,Cafeteria,U1116,1,2,2
507,135030,Cafeteria,U1024,1,1,1
508,135030,Cafeteria,U1071,2,2,2
509,135030,Cafeteria,U1084,2,2,2
510,135030,Cafeteria,U1104,2,1,1
511,135030,Cafeteria,U1106,2,2,1
512,135030,Cafeteria,U1122,2,1,1
513,135030,Cafeteria,U1033,2,1,1
514,135030,Cafeteria,U1057,1,0,1
515,135030,Cafeteria,U1059,2,2,2
516,135030,Cafeteria,U1006,1,1,2
517,135028,Mexican,U1108,1,1,1
518,135028,Mexican,U1055,2,2,2
519,135028,Mexican,U1081,1,2,2
520,135028,Mexican,U1106,2,1,0
521,135028,Mexican,U1024,1,1,1
522,135028,Mexican,U1132,2,2,2
523,135028,Mexican,U1004,2,2,2
524,135028,Mexican,U1071,2,2,2
525,135028,Mexican,U1135,0,0,0
526,135028,Mexican,U1109,2,2,2
527,135028,Mexican,U1033,2,1,1
528,135028,Mexican,U1089,1,1,1
529,135028,Mexican,U1059,1,1,1
530,135028,Mexican,U1025,2,1,0
531,135028,Mexican,U1136,2,2,2
532,135027,Mexican,U1081,0,1,1
533,135027,Mexican,U1056,2,2,2
534,135027,Mexican,U1076,0,1,1
535,135027,Mexican,U1116,0,2,2
536,135027,Mexican,U1024,1,2,0
537,135027,Mexican,U1132,2,1,0
538,135027,Mexican,U1077,0,1,1
539,135027,Mexican,U1101,2,1,1
540,135026,Bar,U1134,0,0,0
541,135026,Bar,U1120,1,1,1
542,135026,Bar,U1084,2,2,2
543,135026,Bar,U1048,2,2,2
544,135026,Bar,U1046,1,0,2
545,135026,Bar,U1089,1,1,1
546,135026,Bar,U1061,2,2,2
547,135026,Bar,U1112,1,1,1
548,135026,Bar,U1097,1,0,1
549,135026,Bar,U1006,2,2,2
550,135026,Bar,U1096,2,2,2
551,135026,Bar_Pub_Brewery,U1134,0,0,0
552,135026,Bar_Pub_Brewery,U1120,1,1,1
553,135026,Bar_Pub_Brewery,U1084,2,2,2
554,135026,Bar_Pub_Brewery,U1048,2,2,2
555,135026,Bar_Pub_Brewery,U1046,1,0,2
556,135026,Bar_Pub_Brewery,U1089,1,1,1
557,135026,Bar_Pub_Brewery,U1061,2,2,2
558,135026,Bar_Pub_Brewery,U1112,1,1,1
559,135026,Bar_Pub_Brewery,U1097,1,0,1
560,135026,Bar_Pub_Brewery,U1006,2,2,2
561,135026,Bar_Pub_Brewery,U1096,2,2,2
562,135025,Mexican,U1055,2,2,2
563,135025,Mexican,U1053,2,1,2
564,135025,Mexican,U1018,1,1,1
565,135025,Mexican,U1022,0,0,0
566,135025,Mexican,U1116,2,2,2
567,135025,Mexican,U1132,1,1,2
568,135025,Mexican,U1036,2,2,2
569,135025,Mexican,U1071,2,2,2
570,135025,Mexican,U1104,2,1,1
571,135025,Mexican,U1007,1,1,1
572,135025,Mexican,U1054,2,2,2
573,135025,Mexican,U1001,2,2,2
574,135025,Mexican,U1092,2,1,1
575,135025,Mexican,U1090,2,2,2
576,135025,Mexican,U1096,2,2,2
577,135021,Fast_Food,U1127,2,1,1
578,135021,Fast_Food,U1100,2,1,0
579,135021,Fast_Food,U1133,2,2,2
580,135021,Fast_Food,U1118,2,0,0
581,135021,Fast_Food,U1119,0,0,0
582,135021,Fast_Food,U1121,0,0,0
583,135021,Fast_Food,U1110,1,2,1
584,135021,Fast_Food,U1042,1,2,0
585,135021,Fast_Food,U1041,2,2,2
586,135019,Bar,U1093,2,2,2
587,135019,Bar,U1030,0,0,0
588,135019,Bar,U1066,2,1,0
589,135019,Bar,U1133,1,2,0
590,135019,Bar,U1040,1,2,1
591,135019,Bar,U1121,2,2,2
592,135018,Mexican,U1030,2,2,2
593,135018,Mexican,U1012,2,2,2
594,135018,Mexican,U1117,1,1,1
595,135018,Mexican,U1035,1,2,1
596,134999,Japanese,U1093,2,2,2
597,134999,Japanese,U1066,1,1,1
598,134999,Japanese,U1040,1,1,1
599,134999,Japanese,U1110,2,2,2
600,134999,Japanese,U1121,2,2,2
601,134986,International,U1030,2,2,2
602,134986,International,U1012,2,2,2
603,134986,International,U1133,2,2,2
604,134986,International,U1044,2,2,2
605,134986,International,U1119,2,2,2
606,134986,International,U1035,2,2,2
607,134986,International,U1079,2,2,2
608,134986,International,U1042,2,2,2
609,134983,Bar,U1012,2,2,2
610,134983,Bar,U1017,0,0,1
611,134983,Bar,U1133,1,1,1
612,134983,Bar,U1118,0,0,0
613,134983,Bar,U1041,2,2,2
614,134983,Bar_Pub_Brewery,U1012,2,2,2
615,134983,Bar_Pub_Brewery,U1017,0,0,1
616,134983,Bar_Pub_Brewery,U1133,1,1,1
617,134983,Bar_Pub_Brewery,U1118,0,0,0
618,134983,Bar_Pub_Brewery,U1041,2,2,2
619,134976,Mexican,U1093,2,2,1
620,134976,Mexican,U1100,2,2,1
621,134976,Mexican,U1074,2,2,2
622,134976,Mexican,U1079,1,1,0
623,134976,Mediterranean,U1093,2,2,1
624,134976,Mediterranean,U1100,2,2,1
625,134976,Mediterranean,U1074,2,2,2
626,134976,Mediterranean,U1079,1,1,0
627,134976,Burgers,U1093,2,2,1
628,134976,Burgers,U1100,2,2,1
629,134976,Burgers,U1074,2,2,2
630,134976,Burgers,U1079,1,1,0
631,132958,American,U1004,2,2,2
632,132958,American,U1061,2,2,2
633,132958,American,U1025,1,0,0
634,132958,American,U1097,2,1,1
635,132958,American,U1096,1,2,2
636,132958,American,U1136,2,2,2
637,132955,Bar_Pub_Brewery,U1004,2,2,2
638,132955,Bar_Pub_Brewery,U1061,2,2,2
639,132955,Bar_Pub_Brewery,U1059,2,1,2
640,132955,Bar_Pub_Brewery,U1097,2,2,1
641,132955,Bar_Pub_Brewery,U1096,2,2,2
642,132954,Breakfast-Brunch,U1004,2,2,2
643,132954,Breakfast-Brunch,U1112,0,0,1
644,132954,Breakfast-Brunch,U1090,2,2,2
645,132954,Breakfast-Brunch,U1057,1,0,0
646,132954,Breakfast-Brunch,U1061,2,1,2
647,132954,Breakfast-Brunch,U1097,1,1,0
648,132954,Breakfast-Brunch,U1128,0,0,0
649,132954,Breakfast-Brunch,U1006,1,1,1
650,132954,Breakfast-Brunch,U1073,0,0,0
651,132951,American,U1033,2,1,0
652,132951,American,U1089,1,1,1
